region,age_group,family_num,job,job_hk18,householder_job,income
0,40,4.0,1.0,1,1.0,350
0,40,4.0,1.0,1,11.0,350
1,30,5.0,1.0,1,3.0,450
0,30,3.0,1.0,1,3.0,350
0,60,3.0,5.0,0,0.0,200
0,50,4.0,1.0,0,11.0,400
4,60,1.0,1.0,1,0.0,140
0,40,3.0,5.0,0,1.0,200
1,60,2.0,1.0,1,8.0,200
0,60,3.0,15.0,0,0.0,300
0,40,4.0,2.0,0,1.0,380
13,60,3.0,1.0,1,2.0,300
0,40,4.0,2.0,0,2.0,480
6,50,3.0,1.0,1,0.0,250
1,30,3.0,1.0,1,4.0,400~449만원
1,60,2.0,1.0,1,3.0,300
2,30,5.0,1.0,1,3.0,350
2,30,4.0,1.0,1,4.0,350
0,60,2.0,1.0,1,10.0,300
1,50,3.0,2.0,0,3.0,650
1,50,2.0,1.0,0,2.0,350
3,60,2.0,1.0,1,13.0,200
1,40,4.0,1.0,0,3.0,400~449만원
1,40,3.0,1.0,1,3.0,700
0,40,4.0,1.0,1,6.0,500
0,40,3.0,1.0,1,3.0,350
0,50,2.0,2.0,0,2.0,280
0,40,3.0,1.0,1,4.0,350
1,40,5.0,1.0,1,1.0,380
0,50,2.0,3.0,0,2.0,380
1,40,3.0,2.0,0,4.0,280
1,40,5.0,1.0,1,11.0,450~499만원
0,40,3.0,1.0,1,4.0,400
0,40,4.0,4.0,0,4.0,230
1,40,4.0,1.0,1,3.0,500~599만원
11,50,3.0,3.0,0,1.0,380
11,30,3.0,9.0,0,16.0,110
0,50,3.0,7.0,0,11.0,280
2,40,5.0,1.0,1,2.0,230
0,40,4.0,2.0,0,2.0,350
1,50,4.0,5.0,0,8.0,500
0,40,3.0,2.0,0,3.0,600~699만원
2,40,4.0,1.0,1,11.0,270
0,40,4.0,1.0,1,11.0,400
1,60,2.0,1.0,1,3.0,250
0,30,1.0,4.0,0,2.0,450
1,40,6.0,4.0,0,3.0,260
0,60,6.0,1.0,1,4.0,280
0,40,4.0,1.0,0,4.0,440
7,30,1.0,12.0,0,0.0,60
1,30,8.0,1.0,1,11.0,350
1,40,4.0,1.0,1,4.0,480
1,40,5.0,1.0,1,3.0,230
7,30,1.0,12.0,0,18.0,100
0,40,4.0,1.0,1,2.0,280
2,30,4.0,1.0,1,1.0,150
0,50,4.0,8.0,0,8.0,600
1,60,3.0,10.0,0,5.0,200
0,30,4.0,1.0,1,11.0,350
1,50,3.0,1.0,1,16.0,500
0,50,2.0,5.0,0,20.0,260
1,40,4.0,1.0,1,22.0,420
0,60,6.0,3.0,0,16.0,330
1,50,2.0,2.0,0,1.0,220
2,50,3.0,1.0,1,4.0,400
0,40,4.0,1.0,1,8.0,400
9,50,2.0,1.0,1,13.0,400
9,40,4.0,1.0,1,13.0,400
1,50,3.0,1.0,1,1.0,350
1,40,4.0,3.0,0,4.0,410
1,40,4.0,5.0,0,6.0,430
0,30,2.0,4.0,0,4.0,500
2,30,3.0,8.0,0,1.0,300
0,40,3.0,1.0,1,3.0,1000
2,60,3.0,8.0,0,18.0,150
6,40,1.0,5.0,0,18.0,100
2,40,3.0,1.0,0,4.0,150
13,50,4.0,1.0,1,4.0,500
0,40,5.0,1.0,0,13.0,375
0,50,2.0,3.0,0,1.0,150
0,50,1.0,1.0,1,8.0,200
0,30,4.0,1.0,1,4.0,280
0,40,4.0,1.0,1,1.0,300
1,40,2.0,1.0,1,1.0,150
1,40,4.0,1.0,1,2.0,300
9,40,5.0,3.0,0,13.0,650
0,30,6.0,4.0,0,3.0,700만원이상
0,40,4.0,1.0,0,1.0,400~449만원
1,30,2.0,12.0,0,0.0,150
6,50,1.0,1.0,1,18.0,80
5,40,4.0,10.0,0,20.0,500
1,30,5.0,1.0,1,2.0,230
1,40,4.0,1.0,0,3.0,400~449만원
1,30,2.0,6.0,0,8.0,800
1,50,3.0,1.0,1,2.0,350
0,50,4.0,2.0,0,1.0,230
6,30,3.0,1.0,1,8.0,200
0,50,3.0,1.0,1,2.0,280
1,50,5.0,1.0,0,1.0,500~599만원
1,50,3.0,5.0,0,8.0,450
3,60,2.0,1.0,1,3.0,720
0,60,3.0,1.0,1,4.0,360
6,50,4.0,1.0,1,13.0,700
0,60,2.0,1.0,1,8.0,400
1,50,3.0,1.0,1,4.0,500~599만원
1,40,9.0,1.0,1,3.0,700
0,60,3.0,8.0,0,18.0,350
0,40,3.0,1.0,1,4.0,550
0,40,5.0,1.0,1,14.0,350
1,40,4.0,1.0,1,1.0,400~449만원
7,40,5.0,6.0,0,14.0,500
0,40,5.0,1.0,0,3.0,150
5,50,2.0,10.0,0,18.0,270
2,50,2.0,1.0,1,11.0,450
2,40,5.0,4.0,0,1.0,300
0,50,2.0,2.0,0,2.0,380
1,40,9.0,1.0,1,3.0,500~599만원
4,40,2.0,1.0,1,15.0,450
2,40,4.0,1.0,0,11.0,500~599만원
0,40,3.0,1.0,1,11.0,280
0,40,5.0,1.0,1,4.0,280
1,50,5.0,2.0,0,4.0,560
3,60,2.0,1.0,1,16.0,80
1,30,4.0,4.0,0,4.0,380
1,40,4.0,1.0,1,3.0,380
1,40,4.0,1.0,1,4.0,400
0,30,3.0,1.0,1,2.0,280
1,50,2.0,1.0,1,3.0,380
3,60,2.0,1.0,1,18.0,200
14,50,2.0,1.0,1,13.0,270
13,40,4.0,1.0,1,13.0,650
1,40,4.0,1.0,1,4.0,400~449만원
0,40,4.0,1.0,1,11.0,230
0,50,4.0,1.0,1,2.0,300
0,40,6.0,5.0,0,20.0,700
1,60,4.0,1.0,1,16.0,900
0,30,3.0,1.0,1,3.0,650
6,40,4.0,1.0,1,1.0,250
0,40,5.0,1.0,0,1.0,350
0,40,4.0,4.0,0,4.0,280
0,40,4.0,1.0,1,3.0,500
1,50,4.0,2.0,0,4.0,500~599만원
6,30,4.0,1.0,1,11.0,1000
0,40,4.0,3.0,0,4.0,600
1,50,5.0,1.0,1,2.0,250
0,40,4.0,11.0,0,1.0,350
1,40,3.0,5.0,0,18.0,250
0,50,3.0,2.0,0,2.0,500
1,30,3.0,1.0,1,3.0,280
1,30,3.0,4.0,0,4.0,380
3,30,1.0,6.0,0,0.0,200
0,30,4.0,3.0,0,4.0,230
0,50,4.0,1.0,0,2.0,380
1,40,4.0,1.0,1,2.0,600~699만원
1,40,4.0,1.0,1,4.0,600
1,30,2.0,9.0,0,2.0,800
0,50,3.0,2.0,0,3.0,380
0,50,5.0,1.0,0,1.0,230
4,30,4.0,1.0,1,11.0,400
0,40,4.0,5.0,0,15.0,400
1,50,2.0,8.0,0,0.0,270
2,30,5.0,2.0,0,4.0,600
0,50,4.0,1.0,1,14.0,800
1,60,3.0,1.0,1,14.0,130
1,30,1.0,8.0,0,18.0,500
2,30,4.0,1.0,1,1.0,150
0,40,3.0,1.0,1,6.0,550
1,50,3.0,5.0,0,5.0,250
3,60,3.0,1.0,1,11.0,600
5,50,3.0,1.0,0,0.0,500
7,40,5.0,2.0,0,15.0,500
1,40,2.0,6.0,0,18.0,600
2,40,4.0,1.0,1,4.0,280
3,50,4.0,5.0,0,15.0,550
1,30,1.0,12.0,0,0.0,85
0,40,4.0,3.0,0,4.0,450~499만원
8,40,4.0,1.0,1,5.0,250
0,40,4.0,6.0,0,6.0,600
0,30,4.0,1.0,1,11.0,350
0,50,4.0,1.0,0,1.0,280
2,40,4.0,2.0,0,4.0,350
2,30,4.0,1.0,1,4.0,350
3,60,2.0,1.0,1,16.0,120
1,50,4.0,1.0,1,11.0,230
2,50,3.0,2.0,0,1.0,400
2,30,6.0,1.0,1,3.0,150
2,40,2.0,1.0,0,11.0,280
1,50,2.0,1.0,1,3.0,400~449만원
1,50,2.0,1.0,1,1.0,400
0,40,4.0,2.0,0,2.0,600~699만원
1,30,4.0,1.0,1,1.0,250
2,30,4.0,1.0,1,6.0,300
0,30,5.0,3.0,0,11.0,400
2,50,3.0,1.0,1,4.0,700만원이상
4,30,4.0,1.0,1,9.0,500
1,40,6.0,2.0,0,8.0,1000
4,50,3.0,1.0,1,14.0,350
7,40,4.0,1.0,1,3.0,350
1,50,1.0,10.0,0,0.0,50
8,40,2.0,8.0,0,5.0,400
0,40,4.0,1.0,1,5.0,450
1,40,3.0,1.0,1,4.0,350
1,30,4.0,1.0,1,1.0,280
9,50,3.0,1.0,0,13.0,500
2,40,4.0,1.0,1,6.0,350
5,60,4.0,2.0,0,0.0,800
0,50,5.0,2.0,0,1.0,400
1,50,5.0,2.0,0,4.0,400
0,40,4.0,2.0,0,5.0,400
1,60,2.0,1.0,1,0.0,600
1,50,4.0,3.0,0,3.0,500~599만원
1,40,4.0,1.0,0,3.0,400
13,60,2.0,1.0,1,2.0,230
6,50,2.0,1.0,1,4.0,750
0,50,4.0,1.0,0,2.0,350
6,50,3.0,1.0,1,0.0,500
10,60,2.0,1.0,1,16.0,95
0,30,3.0,1.0,1,4.0,280
6,40,4.0,6.0,0,5.0,250
0,30,4.0,1.0,1,4.0,280
1,40,4.0,7.0,0,13.0,375
2,30,5.0,3.0,0,7.0,150
1,40,4.0,2.0,0,11.0,600~699만원
1,40,3.0,2.0,0,1.0,600~699만원
0,30,5.0,4.0,0,4.0,500~599만원
1,50,2.0,1.0,0,1.0,230
9,50,1.0,3.0,0,0.0,220
0,60,5.0,1.0,1,0.0,500
0,40,4.0,2.0,0,4.0,400~449만원
0,40,5.0,2.0,0,4.0,400~449만원
13,50,1.0,3.0,0,0.0,150
1,40,4.0,1.0,1,1.0,280
1,50,2.0,1.0,1,4.0,700만원이상
4,30,1.0,5.0,0,0.0,160
1,50,4.0,1.0,1,3.0,680
0,50,3.0,1.0,1,4.0,470
2,30,3.0,2.0,0,11.0,350
15,40,4.0,1.0,1,11.0,250
0,40,3.0,2.0,0,3.0,400
1,40,4.0,1.0,1,11.0,380
1,40,4.0,1.0,1,11.0,400
1,50,4.0,1.0,1,1.0,750
0,40,6.0,2.0,0,3.0,230
5,50,3.0,1.0,1,9.0,830
0,30,4.0,3.0,0,3.0,470
0,40,4.0,1.0,1,6.0,500
0,50,3.0,1.0,1,4.0,500
10,60,1.0,3.0,0,0.0,154
0,60,1.0,10.0,0,10.0,150
0,60,1.0,3.0,0,7.0,180
3,60,2.0,1.0,0,3.0,400
1,30,2.0,1.0,0,1.0,350
3,30,1.0,9.0,0,0.0,190
0,40,4.0,7.0,0,4.0,280
1,40,6.0,4.0,0,4.0,400~449만원
1,30,4.0,1.0,1,4.0,380
0,40,5.0,1.0,0,2.0,300
1,30,1.0,12.0,0,18.0,150
6,50,3.0,5.0,0,0.0,400
2,40,5.0,1.0,1,4.0,400
0,40,2.0,1.0,1,2.0,450~499만원
7,60,3.0,1.0,1,16.0,200
1,30,2.0,4.0,0,2.0,600~699만원
0,50,2.0,7.0,0,2.0,400
5,30,4.0,5.0,0,5.0,170
2,30,5.0,7.0,0,1.0,500
0,30,3.0,2.0,0,3.0,350
0,60,6.0,1.0,1,11.0,600
2,60,3.0,1.0,1,1.0,150
2,30,5.0,1.0,1,3.0,350
1,50,5.0,1.0,1,1.0,450~499만원
1,50,2.0,1.0,1,13.0,250
3,40,4.0,5.0,0,21.0,600
1,50,2.0,2.0,0,2.0,700만원이상
7,40,4.0,6.0,0,14.0,700
0,60,2.0,12.0,0,21.0,200
1,50,4.0,1.0,1,2.0,350
1,40,1.0,7.0,0,0.0,170
1,30,5.0,1.0,1,3.0,280
12,40,4.0,1.0,1,8.0,400
0,40,3.0,8.0,0,14.0,1000
11,50,1.0,3.0,0,0.0,500
3,60,2.0,1.0,1,16.0,43
14,30,4.0,1.0,1,3.0,300
0,40,4.0,1.0,0,4.0,150
0,30,6.0,1.0,1,3.0,380
0,40,5.0,2.0,0,8.0,500
1,60,5.0,1.0,1,16.0,300
1,30,1.0,9.0,0,0.0,300
1,60,4.0,1.0,1,18.0,400
0,60,4.0,5.0,0,5.0,500
0,40,3.0,1.0,1,2.0,350
0,60,2.0,1.0,1,10.0,250
1,50,4.0,1.0,0,1.0,280
4,40,4.0,1.0,1,5.0,400
1,50,4.0,1.0,1,4.0,400~449만원
0,50,4.0,1.0,0,13.0,400
0,60,2.0,1.0,1,3.0,150
15,30,5.0,1.0,1,17.0,560
0,30,1.0,6.0,0,0.0,300
0,40,4.0,2.0,0,4.0,280
1,50,4.0,3.0,0,3.0,500~599만원
8,50,2.0,4.0,0,3.0,500
0,40,4.0,1.0,1,1.0,300
0,50,2.0,1.0,0,1.0,230
0,30,2.0,3.0,0,3.0,800
1,60,3.0,1.0,1,16.0,270
1,50,2.0,1.0,1,1.0,230
1,50,3.0,1.0,1,4.0,670
1,50,2.0,8.0,0,5.0,500
0,50,5.0,1.0,1,2.0,150
0,30,4.0,2.0,0,3.0,150
0,40,3.0,4.0,0,13.0,410
0,60,2.0,1.0,1,16.0,60
0,60,2.0,1.0,0,1.0,150
0,40,4.0,14.0,0,8.0,800
0,60,2.0,1.0,0,2.0,290
0,40,4.0,1.0,1,4.0,350
10,50,2.0,3.0,0,0.0,400
2,50,3.0,2.0,0,22.0,300
4,40,4.0,1.0,0,17.0,350
0,40,3.0,1.0,1,17.0,450
2,30,4.0,1.0,1,11.0,280
1,50,2.0,3.0,0,3.0,150
10,60,4.0,1.0,1,19.0,200
7,60,2.0,2.0,0,10.0,150
1,40,3.0,1.0,0,1.0,280
1,50,1.0,1.0,0,1.0,230
2,40,4.0,1.0,1,4.0,380
1,40,4.0,3.0,0,1.0,350
1,30,4.0,1.0,1,1.0,280
0,60,2.0,1.0,1,10.0,192
3,50,3.0,1.0,0,0.0,400
0,40,3.0,6.0,0,2.0,400
0,30,4.0,1.0,1,4.0,280
0,30,4.0,1.0,1,1.0,350
0,50,2.0,5.0,0,5.0,600
14,60,2.0,1.0,1,7.0,120
0,40,4.0,5.0,0,10.0,300
10,30,3.0,4.0,0,4.0,700
5,50,4.0,2.0,0,4.0,500
0,40,4.0,1.0,1,11.0,500~599만원
1,30,4.0,1.0,1,4.0,500
0,30,4.0,1.0,1,4.0,400
0,50,1.0,1.0,0,0.0,200
1,40,4.0,1.0,1,1.0,450~499만원
0,30,5.0,1.0,1,3.0,150
0,40,4.0,1.0,1,4.0,500~599만원
1,30,3.0,1.0,1,4.0,230
1,30,2.0,6.0,0,6.0,680
3,60,4.0,1.0,1,0.0,600
3,40,4.0,9.0,0,13.0,500
0,60,2.0,1.0,1,1.0,180
0,50,3.0,3.0,0,1.0,380
7,60,3.0,1.0,1,16.0,300
0,50,3.0,5.0,0,22.0,450
1,50,5.0,1.0,0,3.0,150
0,30,4.0,1.0,0,2.0,400~449만원
6,40,1.0,1.0,0,0.0,300
0,60,3.0,1.0,1,2.0,150
0,40,5.0,3.0,0,11.0,380
1,30,4.0,1.0,1,1.0,250
6,30,4.0,1.0,1,14.0,250
0,40,4.0,4.0,0,4.0,950
13,50,5.0,3.0,0,1.0,600
0,60,4.0,1.0,1,3.0,300
1,30,4.0,1.0,1,4.0,230
2,40,4.0,3.0,0,3.0,450
0,40,4.0,3.0,0,1.0,350
1,40,4.0,1.0,0,1.0,280
0,40,4.0,6.0,0,6.0,400
0,50,4.0,1.0,0,4.0,600~699만원
1,40,2.0,4.0,0,0.0,200
0,30,1.0,2.0,0,3.0,280
0,50,2.0,3.0,0,11.0,350
9,50,2.0,1.0,1,3.0,200
0,40,4.0,1.0,0,3.0,500~599만원
0,50,3.0,11.0,0,1.0,200
2,40,3.0,1.0,0,2.0,230
3,40,4.0,1.0,1,6.0,360
3,40,4.0,6.0,0,8.0,400
1,60,3.0,1.0,1,15.0,400
14,60,2.0,16.0,0,16.0,50
4,40,4.0,1.0,1,4.0,350
2,40,3.0,1.0,1,11.0,350
1,40,3.0,2.0,0,2.0,700만원이상
0,40,4.0,1.0,0,1.0,150
0,30,4.0,4.0,0,1.0,400
0,50,4.0,1.0,0,2.0,350
2,30,4.0,1.0,1,4.0,320
0,50,3.0,1.0,1,7.0,150
1,50,4.0,1.0,1,3.0,1025
8,40,2.0,3.0,0,13.0,500
1,50,2.0,17.0,0,0.0,270
13,30,4.0,4.0,0,4.0,550
0,40,2.0,1.0,0,1.0,400
0,40,4.0,2.0,0,3.0,450~499만원
0,40,4.0,1.0,1,16.0,130
0,30,1.0,2.0,0,2.0,150
1,60,3.0,7.0,0,13.0,200
6,40,2.0,1.0,1,13.0,500
0,50,4.0,2.0,0,5.0,320
0,60,3.0,1.0,1,5.0,180
3,60,4.0,1.0,1,0.0,550
0,40,4.0,1.0,1,4.0,230
13,30,2.0,4.0,0,13.0,400
1,40,4.0,3.0,0,3.0,450
1,50,4.0,2.0,0,4.0,500
1,30,1.0,8.0,0,0.0,200
8,40,4.0,2.0,0,8.0,480
2,30,5.0,1.0,1,2.0,280
8,60,3.0,1.0,1,19.0,160
0,40,4.0,1.0,1,3.0,580
0,60,2.0,5.0,0,20.0,350
0,30,4.0,1.0,1,3.0,450~499만원
1,40,4.0,1.0,1,4.0,600
0,40,4.0,1.0,0,4.0,400~449만원
0,40,4.0,1.0,1,1.0,500~599만원
2,50,1.0,1.0,1,0.0,47
3,60,2.0,1.0,1,13.0,280
1,50,1.0,2.0,0,18.0,100
3,60,6.0,1.0,1,16.0,600
13,50,3.0,1.0,1,13.0,400
5,30,4.0,1.0,1,8.0,400
8,30,3.0,1.0,1,5.0,250
0,40,3.0,1.0,1,3.0,380
13,40,4.0,4.0,0,1.0,500
2,40,2.0,2.0,0,2.0,280
0,40,4.0,1.0,1,2.0,400~449만원
0,40,3.0,2.0,0,4.0,400~449만원
3,50,5.0,8.0,0,21.0,600
6,40,2.0,1.0,1,1.0,250
2,40,4.0,1.0,1,9.0,350
0,40,5.0,1.0,1,4.0,700
1,30,4.0,1.0,1,11.0,300
6,40,4.0,1.0,1,6.0,450
1,40,4.0,1.0,1,4.0,230
4,40,2.0,5.0,0,10.0,400
2,30,5.0,1.0,1,3.0,350
4,60,3.0,1.0,1,21.0,200
0,50,6.0,2.0,0,2.0,400~449만원
0,30,3.0,4.0,0,4.0,560
1,50,2.0,1.0,1,2.0,700만원이상
2,50,4.0,1.0,1,2.0,230
7,30,4.0,1.0,1,10.0,200
2,40,2.0,8.0,0,5.0,500
0,50,4.0,1.0,1,4.0,380
1,60,3.0,1.0,1,0.0,300
7,40,3.0,10.0,0,4.0,400~449만원
0,50,1.0,5.0,0,0.0,150
12,40,2.0,3.0,0,0.0,180
1,40,4.0,1.0,1,11.0,280
14,30,5.0,3.0,0,1.0,450
11,60,1.0,16.0,0,0.0,100
0,50,3.0,1.0,0,13.0,500
1,50,5.0,1.0,1,3.0,500~599만원
1,40,4.0,1.0,1,4.0,700만원이상
0,40,2.0,1.0,1,4.0,350
5,50,3.0,1.0,0,13.0,500
0,50,3.0,7.0,0,11.0,500
9,40,2.0,4.0,0,4.0,300
0,40,6.0,2.0,0,11.0,450~499만원
1,60,3.0,1.0,1,11.0,280
2,40,4.0,1.0,1,3.0,600
1,50,4.0,1.0,0,1.0,280
0,40,4.0,2.0,0,4.0,230
2,30,5.0,1.0,1,2.0,450~499만원
1,30,3.0,4.0,0,4.0,500~599만원
0,40,4.0,1.0,1,8.0,560
1,30,6.0,1.0,1,3.0,350
1,50,3.0,2.0,0,2.0,150
0,40,4.0,1.0,1,3.0,350
1,50,5.0,1.0,1,3.0,450~499만원
0,40,4.0,1.0,0,1.0,400~449만원
2,60,2.0,1.0,1,5.0,130
0,50,4.0,1.0,0,4.0,500
1,40,4.0,1.0,1,14.0,450
6,50,4.0,1.0,1,13.0,500
0,30,2.0,7.0,0,2.0,150
2,30,4.0,1.0,1,3.0,350
0,30,3.0,1.0,1,3.0,280
1,60,2.0,1.0,1,3.0,500
13,40,4.0,1.0,1,2.0,300
1,30,3.0,1.0,1,4.0,280
1,40,4.0,2.0,0,1.0,500~599만원
0,40,4.0,4.0,0,4.0,350
1,50,3.0,1.0,1,3.0,500~599만원
0,40,5.0,6.0,0,6.0,500
0,50,3.0,1.0,1,4.0,660
5,40,3.0,16.0,0,0.0,400
3,30,1.0,10.0,0,0.0,170
1,30,4.0,1.0,1,4.0,400
2,40,5.0,2.0,0,4.0,450
1,30,4.0,10.0,0,5.0,380
1,60,2.0,1.0,0,1.0,350
1,50,3.0,2.0,0,1.0,500
0,30,4.0,1.0,1,4.0,280
3,40,4.0,1.0,1,8.0,800
11,30,4.0,2.0,0,13.0,300
1,50,5.0,1.0,0,1.0,230
1,40,4.0,1.0,0,11.0,380
1,60,2.0,1.0,1,4.0,200
5,40,4.0,1.0,1,13.0,300
1,40,4.0,1.0,1,2.0,350
0,40,4.0,3.0,0,4.0,400~449만원
0,30,5.0,1.0,0,3.0,300
1,50,3.0,2.0,0,2.0,350
0,30,4.0,1.0,1,4.0,280
0,40,4.0,14.0,0,6.0,800
0,50,4.0,1.0,0,11.0,350
0,40,4.0,1.0,1,3.0,350
16,30,1.0,4.0,0,0.0,170
1,50,3.0,1.0,0,2.0,350
1,50,4.0,2.0,0,2.0,500~599만원
1,50,2.0,5.0,0,8.0,500
1,40,3.0,2.0,0,4.0,350
1,50,5.0,1.0,1,3.0,450~499만원
1,40,4.0,1.0,0,1.0,700
0,50,3.0,1.0,1,11.0,150
0,50,2.0,2.0,0,11.0,150
1,40,4.0,1.0,1,1.0,380
0,30,4.0,1.0,1,11.0,280
1,40,4.0,1.0,1,3.0,350
4,40,4.0,1.0,1,8.0,800
0,50,3.0,5.0,0,8.0,500
8,30,3.0,5.0,0,5.0,300
1,50,5.0,1.0,1,3.0,450~499만원
0,30,3.0,1.0,1,3.0,650
1,30,4.0,1.0,1,3.0,350
0,40,3.0,1.0,0,1.0,230
0,40,3.0,2.0,0,4.0,350
1,40,5.0,11.0,0,11.0,150
8,50,1.0,13.0,0,13.0,300
0,30,3.0,6.0,0,5.0,350
6,50,2.0,1.0,1,6.0,280
0,50,2.0,7.0,0,2.0,380
3,30,2.0,2.0,0,2.0,400
1,40,4.0,1.0,1,9.0,800
1,50,3.0,8.0,0,0.0,200
1,40,4.0,1.0,1,1.0,350
11,30,1.0,2.0,0,0.0,170
0,40,4.0,1.0,1,4.0,700
0,40,4.0,4.0,0,1.0,350
1,30,4.0,1.0,1,2.0,280
1,30,1.0,3.0,0,3.0,280
1,50,3.0,5.0,0,8.0,700
1,40,4.0,3.0,0,1.0,450
2,50,3.0,1.0,0,11.0,230
0,30,3.0,3.0,0,3.0,400~449만원
7,30,1.0,12.0,0,18.0,50
10,50,3.0,4.0,0,3.0,480
1,30,4.0,1.0,1,6.0,450
0,40,4.0,2.0,0,4.0,380
2,30,4.0,1.0,1,4.0,380
0,30,5.0,1.0,1,4.0,350
9,50,4.0,1.0,1,4.0,800
0,50,4.0,5.0,0,15.0,700
0,30,3.0,2.0,0,3.0,380
3,40,4.0,1.0,1,20.0,250
1,30,1.0,1.0,0,0.0,200
0,30,5.0,1.0,1,4.0,350
1,30,4.0,1.0,1,1.0,280
2,40,5.0,1.0,1,2.0,150
0,60,2.0,1.0,1,16.0,150
2,50,5.0,1.0,1,4.0,350
1,40,4.0,1.0,1,7.0,400
1,40,4.0,1.0,0,3.0,380
6,30,1.0,1.0,1,4.0,180
11,40,6.0,1.0,0,1.0,500
0,60,2.0,1.0,1,2.0,80
1,40,3.0,9.0,0,1.0,500
1,50,4.0,1.0,0,2.0,350
1,50,4.0,1.0,0,3.0,350
3,50,1.0,6.0,0,0.0,280
1,60,3.0,1.0,1,16.0,100
8,50,2.0,4.0,0,1.0,637
1,50,2.0,1.0,1,5.0,200
15,30,3.0,9.0,0,13.0,400
1,40,6.0,3.0,0,9.0,1250
3,60,1.0,5.0,0,0.0,180
2,40,4.0,1.0,1,11.0,350
1,50,3.0,2.0,0,1.0,350
0,30,4.0,1.0,1,1.0,350
6,60,2.0,1.0,1,17.0,200
5,50,3.0,4.0,0,3.0,630
0,40,4.0,1.0,1,4.0,450~499만원
2,60,2.0,1.0,1,2.0,300
12,50,3.0,7.0,0,13.0,800
2,30,4.0,1.0,1,3.0,230
2,40,4.0,1.0,1,2.0,280
2,30,4.0,1.0,1,1.0,200
0,30,4.0,2.0,0,3.0,500~599만원
6,50,1.0,1.0,1,0.0,0
6,50,2.0,1.0,1,1.0,300
0,40,4.0,2.0,0,4.0,450~499만원
1,40,4.0,3.0,0,11.0,400~449만원
0,50,4.0,1.0,1,2.0,500~599만원
1,50,5.0,2.0,0,2.0,500~599만원
5,40,4.0,6.0,0,5.0,242
0,40,4.0,7.0,0,4.0,440
1,50,6.0,4.0,0,7.0,350
1,50,4.0,1.0,1,3.0,150
0,30,3.0,6.0,0,22.0,400
1,60,4.0,7.0,0,2.0,100
15,30,6.0,3.0,0,3.0,500
5,30,2.0,1.0,1,13.0,280
0,50,4.0,1.0,1,3.0,600
4,50,2.0,1.0,1,16.0,200
4,40,4.0,1.0,1,6.0,300
0,50,1.0,3.0,0,3.0,400~449만원
1,40,4.0,1.0,0,1.0,400~449만원
1,60,3.0,1.0,1,18.0,250
10,30,5.0,3.0,0,0.0,300
2,40,4.0,7.0,0,11.0,350
2,50,4.0,1.0,0,13.0,500
5,40,4.0,1.0,0,1.0,450
0,40,4.0,5.0,0,8.0,300
0,40,4.0,2.0,0,11.0,350
1,40,2.0,8.0,0,8.0,1200
3,60,2.0,1.0,1,16.0,300
1,40,4.0,1.0,1,4.0,400~449만원
0,50,2.0,1.0,1,2.0,500~599만원
0,40,4.0,1.0,1,4.0,450
0,40,4.0,1.0,1,4.0,500
0,40,3.0,1.0,1,1.0,230
4,40,5.0,1.0,1,8.0,400
0,30,2.0,3.0,0,4.0,1200
12,50,1.0,7.0,0,0.0,200
0,40,5.0,1.0,0,3.0,300
1,60,4.0,1.0,1,8.0,700
1,30,4.0,1.0,1,4.0,450~499만원
7,60,2.0,1.0,1,2.0,100
1,40,4.0,1.0,1,4.0,700
0,50,3.0,1.0,0,1.0,300
16,40,3.0,1.0,1,4.0,600
4,40,4.0,1.0,0,3.0,525
7,60,2.0,1.0,1,7.0,400
0,30,2.0,7.0,0,2.0,150
0,50,4.0,1.0,1,2.0,150
0,30,4.0,1.0,1,3.0,400~449만원
0,60,4.0,2.0,0,4.0,450~499만원
0,40,2.0,1.0,0,1.0,150
0,50,1.0,3.0,0,0.0,500
1,50,4.0,1.0,0,2.0,600
15,40,4.0,1.0,1,1.0,400
0,50,2.0,10.0,0,15.0,380
0,30,3.0,1.0,0,1.0,350
0,40,4.0,4.0,0,3.0,860
1,30,4.0,3.0,0,7.0,230
1,40,5.0,1.0,1,8.0,430
0,40,4.0,1.0,1,5.0,400
1,30,4.0,3.0,0,3.0,280
1,50,4.0,2.0,0,1.0,350
0,40,3.0,1.0,1,3.0,400~449만원
8,30,5.0,8.0,0,20.0,320
2,50,2.0,1.0,0,7.0,400
0,30,4.0,1.0,1,2.0,600
2,40,4.0,1.0,0,3.0,400
8,60,2.0,1.0,1,5.0,250
0,30,2.0,3.0,0,4.0,700만원이상
1,60,3.0,10.0,0,18.0,230
1,40,5.0,2.0,0,4.0,450~499만원
0,60,2.0,1.0,1,16.0,45
2,50,3.0,1.0,0,11.0,320
7,30,1.0,4.0,0,0.0,250
0,50,3.0,1.0,1,4.0,280
0,50,4.0,1.0,0,1.0,500
0,50,4.0,15.0,0,6.0,1000
0,30,7.0,5.0,0,5.0,2000
0,40,4.0,2.0,0,4.0,280
5,50,3.0,5.0,0,20.0,600
0,50,5.0,3.0,0,2.0,450~499만원
3,60,2.0,7.0,0,16.0,53
7,60,2.0,21.0,0,21.0,170
0,50,3.0,1.0,1,2.0,450
0,40,4.0,1.0,1,11.0,380
1,40,4.0,1.0,1,1.0,400~449만원
0,40,2.0,1.0,0,2.0,400~449만원
0,40,4.0,6.0,0,6.0,450
0,40,4.0,1.0,1,3.0,280
0,40,4.0,3.0,0,3.0,350
